,Date,home,visitor,hgoal,vgoal,goaldiff,result
2056,28/09/2017,Atlanta United,Philadelphia Union,3,0,3,1
2057,28/09/2017,Montreal Impact,New York City,0,1,-1,-1
2058,28/09/2017,New York Red Bulls,DC United,3,3,0,0
2059,28/09/2017,Orlando City,New England Revolution,6,1,5,1
2060,28/09/2017,FC Dallas,Colorado Rapids,2,0,2,1
2061,28/09/2017,Houston Dynamo,Los Angeles Galaxy,3,3,0,0
2062,28/09/2017,San Jose Earthquakes,Chicago Fire,1,4,-3,-1
2063,28/09/2017,Seattle Sounders,Vancouver Whitecaps,3,0,3,1
2064,30/09/2017,Orlando City,FC Dallas,0,0,0,0
2065,01/10/2017,Toronto FC,New York Red Bulls,4,2,2,1
2066,01/10/2017,Columbus Crew,DC United,2,0,2,1
2067,01/10/2017,New England Revolution,Atlanta United,0,0,0,0
2068,01/10/2017,Chicago Fire,New York City,1,1,0,0
2069,01/10/2017,Houston Dynamo,Minnesota United,2,1,1,1
2070,01/10/2017,Colorado Rapids,Montreal Impact,2,1,1,1
2071,01/10/2017,Sporting Kansas City,Vancouver Whitecaps,0,1,-1,-1
2072,01/10/2017,Los Angeles Galaxy,Real Salt Lake,1,1,0,0
2073,01/10/2017,San Jose Earthquakes,Portland Timbers,2,1,1,1
2074,01/10/2017,Philadelphia Union,Seattle Sounders,2,0,2,1
2075,04/10/2017,Atlanta United,Minnesota United,2,3,-1,-1
2076,07/10/2017,New York Red Bulls,Vancouver Whitecaps,3,0,3,1
2077,08/10/2017,Minnesota United,Sporting Kansas City,1,1,0,0
2078,08/10/2017,Colorado Rapids,FC Dallas,1,1,0,0
2079,12/10/2017,Houston Dynamo,Sporting Kansas City,2,1,1,1
2080,15/10/2017,Chicago Fire,Philadelphia Union,3,2,1,1
2081,15/10/2017,New England Revolution,New York City,2,1,1,1
2082,15/10/2017,New York Red Bulls,Atlanta United,0,0,0,0
2083,15/10/2017,Orlando City,Columbus Crew,0,1,-1,-1
2084,15/10/2017,Toronto FC,Montreal Impact,1,0,1,1
2085,16/10/2017,Colorado Rapids,Real Salt Lake,1,0,1,1
2086,16/10/2017,Los Angeles Galaxy,Minnesota United,3,0,3,1
2087,16/10/2017,Portland Timbers,DC United,4,0,4,1
2088,16/10/2017,Seattle Sounders,FC Dallas,4,0,4,1
2089,16/10/2017,Sporting Kansas City,Houston Dynamo,0,0,0,0
2090,16/10/2017,Vancouver Whitecaps,San Jose Earthquakes,1,1,0,0
2091,22/10/2017,Atlanta United,Toronto FC,2,2,0,0
2092,22/10/2017,DC United,New York Red Bulls,1,2,-1,-1
2093,22/10/2017,FC Dallas,Los Angeles Galaxy,5,1,4,1
2094,22/10/2017,Houston Dynamo,Chicago Fire,3,0,3,1
2095,22/10/2017,Montreal Impact,New England Revolution,2,3,-1,-1
2096,22/10/2017,New York City,Columbus Crew,2,2,0,0
2097,22/10/2017,Philadelphia Union,Orlando City,6,1,5,1
2098,22/10/2017,Portland Timbers,Vancouver Whitecaps,2,1,1,1
2099,22/10/2017,Real Salt Lake,Sporting Kansas City,2,1,1,1
2100,22/10/2017,San Jose Earthquakes,Minnesota United,3,2,1,1
2101,22/10/2017,Seattle Sounders,Colorado Rapids,3,0,3,1
2102,26/10/2017,Chicago Fire,New York Red Bulls,0,4,-4,-1
2103,26/10/2017,Vancouver Whitecaps,San Jose Earthquakes,5,0,5,1
2104,27/10/2017,Atlanta United,Columbus Crew,0,0,0,0
2105,27/10/2017,Houston Dynamo,Sporting Kansas City,0,0,0,0
2106,30/10/2017,Vancouver Whitecaps,Seattle Sounders,0,0,0,0
2107,30/10/2017,New York Red Bulls,Toronto FC,1,2,-1,-1
2108,31/10/2017,Houston Dynamo,Portland Timbers,0,0,0,0
2109,01/11/2017,Columbus Crew,New York City,4,1,3,1
2110,03/11/2017,Seattle Sounders,Vancouver Whitecaps,2,0,2,1
2111,05/11/2017,Toronto FC,New York Red Bulls,0,1,-1,-1
2112,05/11/2017,New York City,Columbus Crew,2,0,2,1
2113,06/11/2017,Portland Timbers,Houston Dynamo,1,2,-1,-1
2114,22/11/2017,Columbus Crew,Toronto FC,0,0,0,0
2115,22/11/2017,Houston Dynamo,Seattle Sounders,0,2,-2,-1
2116,30/11/2017,Toronto FC,Columbus Crew,1,0,1,1
2117,01/12/2017,Seattle Sounders,Houston Dynamo,3,0,3,1
2118,09/12/2017,Toronto FC,Seattle Sounders,2,0,2,1
2119,03/03/2018,Toronto FC,Columbus Crew,0,2,-2,-1
2120,03/03/2018,Houston Dynamo,Atlanta United,4,0,4,1
2121,04/03/2018,Philadelphia Union,New England Revolution,2,0,2,1
2122,04/03/2018,Orlando City,DC United,1,1,0,0
2123,04/03/2018,FC Dallas,Real Salt Lake,1,1,0,0
2124,04/03/2018,San Jose Earthquakes,Minnesota United,3,2,1,1
2125,04/03/2018,Seattle Sounders,Los Angeles FC,0,1,-1,-1
2126,04/03/2018,Vancouver Whitecaps,Montreal Impact,2,1,1,1
2127,05/03/2018,Sporting Kansas City,New York City,0,2,-2,-1
2128,05/03/2018,Los Angeles Galaxy,Portland Timbers,2,1,1,1
2129,10/03/2018,Columbus Crew,Montreal Impact,3,2,1,1
2130,10/03/2018,New England Revolution,Colorado Rapids,2,1,1,1
2131,10/03/2018,Real Salt Lake,Los Angeles FC,1,5,-4,-1
2132,10/03/2018,Chicago Fire,Sporting Kansas City,3,4,-1,-1
2133,10/03/2018,Houston Dynamo,Vancouver Whitecaps,1,2,-1,-1
2134,11/03/2018,New York Red Bulls,Portland Timbers,4,0,4,1
2135,11/03/2018,Orlando City,Minnesota United,1,2,-1,-1
2136,11/03/2018,Atlanta United,DC United,3,1,2,1
2137,11/03/2018,New York City,Los Angeles Galaxy,2,1,1,1
2138,17/03/2018,DC United,Houston Dynamo,2,2,0,0
2139,17/03/2018,Minnesota United,Chicago Fire,2,1,1,1
2140,17/03/2018,Philadelphia Union,Columbus Crew,0,0,0,0
2141,17/03/2018,Montreal Impact,Toronto FC,1,0,1,1
2142,17/03/2018,New York City,Orlando City,2,0,2,1
2143,17/03/2018,Atlanta United,Vancouver Whitecaps,4,1,3,1
2144,18/03/2018,Sporting Kansas City,San Jose Earthquakes,3,2,1,1
2145,18/03/2018,Real Salt Lake,New York Red Bulls,1,0,1,1
2146,18/03/2018,FC Dallas,Seattle Sounders,3,0,3,1
2147,24/03/2018,New England Revolution,New York City,2,2,0,0
2148,24/03/2018,FC Dallas,Portland Timbers,1,1,0,0
2149,24/03/2018,Columbus Crew,DC United,3,1,2,1
2150,24/03/2018,New York Red Bulls,Minnesota United,3,0,3,1
2151,25/03/2018,Colorado Rapids,Sporting Kansas City,2,2,0,0
2152,25/03/2018,Vancouver Whitecaps,Los Angeles Galaxy,0,0,0,0
2153,31/03/2018,Toronto FC,Real Salt Lake,3,1,2,1
2154,31/03/2018,Orlando City,New York Red Bulls,4,3,1,1
2155,31/03/2018,Columbus Crew,Vancouver Whitecaps,1,2,-1,-1
2156,31/03/2018,Los Angeles Galaxy,Los Angeles FC,4,3,1,1
2157,31/03/2018,Chicago Fire,Portland Timbers,2,2,0,0
2158,01/04/2018,Minnesota United,Atlanta United,0,1,-1,-1
2159,01/04/2018,San Jose Earthquakes,New York City,1,2,-1,-1
2160,01/04/2018,Houston Dynamo,New England Revolution,0,2,-2,-1
2161,01/04/2018,Sporting Kansas City,DC United,1,0,1,1
2162,01/04/2018,Colorado Rapids,Philadelphia Union,3,0,3,1
2163,01/04/2018,Seattle Sounders,Montreal Impact,0,1,-1,-1
2164,07/04/2018,New England Revolution,Montreal Impact,4,0,4,1
2165,07/04/2018,Atlanta United,Los Angeles FC,5,0,5,1
2166,08/04/2018,Philadelphia Union,San Jose Earthquakes,1,1,0,0
2167,08/04/2018,FC Dallas,Colorado Rapids,1,1,0,0
2168,08/04/2018,Chicago Fire,Columbus Crew,1,0,1,1
2169,08/04/2018,Real Salt Lake,Vancouver Whitecaps,2,1,1,1
2170,08/04/2018,Orlando City,Portland Timbers,3,2,1,1
2171,09/04/2018,Los Angeles Galaxy,Sporting Kansas City,0,2,-2,-1
2172,12/04/2018,New York City,Real Salt Lake,4,0,4,1
2173,14/04/2018,Philadelphia Union,Orlando City,0,2,-2,-1
2174,14/04/2018,Vancouver Whitecaps,Los Angeles FC,0,2,-2,-1
2175,14/04/2018,New York Red Bulls,Montreal Impact,3,1,2,1
2176,14/04/2018,Colorado Rapids,Toronto FC,2,0,2,1
2177,14/04/2018,Chicago Fire,Los Angeles Galaxy,0,1,-1,-1
2178,15/04/2018,DC United,Columbus Crew,1,0,1,1
2179,15/04/2018,New England Revolution,FC Dallas,0,1,-1,-1
2180,15/04/2018,Portland Timbers,Minnesota United,3,2,1,1
2181,15/04/2018,San Jose Earthquakes,Houston Dynamo,2,2,0,0
2182,15/04/2018,Sporting Kansas City,Seattle Sounders,2,2,0,0
2183,15/04/2018,Atlanta United,New York City,2,2,0,0
2184,21/04/2018,Sporting Kansas City,Vancouver Whitecaps,6,0,6,1
2185,21/04/2018,Montreal Impact,Los Angeles FC,3,5,-2,-1
2186,21/04/2018,Houston Dynamo,Toronto FC,5,1,4,1
2187,21/04/2018,New York Red Bulls,Chicago Fire,1,2,-1,-1
2188,22/04/2018,Columbus Crew,New England Revolution,2,2,0,0
2189,22/04/2018,Orlando City,San Jose Earthquakes,3,2,1,1
2190,22/04/2018,FC Dallas,Philadelphia Union,2,0,2,1
2191,22/04/2018,Real Salt Lake,Colorado Rapids,3,0,3,1
2192,22/04/2018,Los Angeles Galaxy,Atlanta United,0,2,-2,-1
2193,22/04/2018,Seattle Sounders,Minnesota United,3,1,2,1
2194,22/04/2018,Portland Timbers,New York City,3,0,3,1
2195,28/04/2018,Vancouver Whitecaps,Real Salt Lake,2,0,2,1
2196,28/04/2018,Atlanta United,Montreal Impact,4,1,3,1
2197,28/04/2018,Toronto FC,Chicago Fire,2,2,0,0
2198,28/04/2018,Philadelphia Union,DC United,3,2,1,1
2199,29/04/2018,Columbus Crew,San Jose Earthquakes,2,1,1,1
2200,29/04/2018,New England Revolution,Sporting Kansas City,1,0,1,1
2201,29/04/2018,Minnesota United,Houston Dynamo,2,1,1,1
2202,29/04/2018,Los Angeles Galaxy,New York Red Bulls,2,3,-1,-1
2203,29/04/2018,Colorado Rapids,Orlando City,1,2,-1,-1
2204,29/04/2018,New York City,FC Dallas,3,1,2,1
2205,30/04/2018,Los Angeles FC,Seattle Sounders,1,0,1,1
2206,05/05/2018,Toronto FC,Philadelphia Union,3,0,3,1
2207,05/05/2018,Montreal Impact,New England Revolution,4,2,2,1
2208,05/05/2018,New York Red Bulls,New York City,4,0,4,1
2209,05/05/2018,Minnesota United,Vancouver Whitecaps,1,0,1,1
2210,05/05/2018,Los Angeles FC,FC Dallas,1,1,0,0
2211,05/05/2018,Seattle Sounders,Columbus Crew,0,0,0,0
2212,06/05/2018,Chicago Fire,Atlanta United,1,2,-1,-1
2213,06/05/2018,Houston Dynamo,Los Angeles Galaxy,3,2,1,1
2214,06/05/2018,Sporting Kansas City,Colorado Rapids,1,0,1,1
2215,06/05/2018,San Jose Earthquakes,Portland Timbers,0,1,-1,-1
2216,06/05/2018,Orlando City,Real Salt Lake,3,1,2,1
2217,10/05/2018,Atlanta United,Sporting Kansas City,0,2,-2,-1
2218,10/05/2018,Columbus Crew,Philadelphia Union,1,0,1,1
2219,10/05/2018,Toronto FC,Seattle Sounders,1,2,-1,-1
2220,10/05/2018,Chicago Fire,Montreal Impact,1,0,1,1
2221,10/05/2018,Los Angeles FC,Minnesota United,2,0,2,1
2222,12/05/2018,Vancouver Whitecaps,Houston Dynamo,2,2,0,0
2223,12/05/2018,Minnesota United,San Jose Earthquakes,1,3,-2,-1
2224,12/05/2018,Montreal Impact,Philadelphia Union,0,2,-2,-1
2225,12/05/2018,FC Dallas,Los Angeles Galaxy,3,2,1,1
2226,13/05/2018,Columbus Crew,Chicago Fire,3,0,3,1
2227,13/05/2018,New England Revolution,Toronto FC,3,2,1,1
2228,13/05/2018,Colorado Rapids,New York Red Bulls,1,2,-1,-1
2229,13/05/2018,Real Salt Lake,DC United,3,2,1,1
2230,13/05/2018,Portland Timbers,Seattle Sounders,1,0,1,1
2231,13/05/2018,Orlando City,Atlanta United,1,2,-1,-1
2232,14/05/2018,Los Angeles FC,New York City,2,2,0,0
2233,17/05/2018,Vancouver Whitecaps,San Jose Earthquakes,2,2,0,0
2234,19/05/2018,Toronto FC,Orlando City,2,1,1,1
2235,19/05/2018,New York City,Colorado Rapids,4,0,4,1
2236,19/05/2018,Portland Timbers,Los Angeles FC,2,1,1,1
2237,19/05/2018,FC Dallas,Vancouver Whitecaps,2,2,0,0
2238,20/05/2018,New England Revolution,Columbus Crew,0,1,-1,-1
2239,20/05/2018,Philadelphia Union,Real Salt Lake,4,1,3,1
2240,20/05/2018,San Jose Earthquakes,DC United,1,3,-2,-1
2241,20/05/2018,Minnesota United,Sporting Kansas City,1,1,0,0
2242,20/05/2018,Chicago Fire,Houston Dynamo,2,3,-1,-1
2243,21/05/2018,Atlanta United,New York Red Bulls,1,3,-2,-1
2244,21/05/2018,Montreal Impact,Los Angeles Galaxy,0,1,-1,-1
2245,26/05/2018,Toronto FC,FC Dallas,0,1,-1,-1
2246,26/05/2018,Houston Dynamo,New York City,3,1,2,1
2247,26/05/2018,Los Angeles Galaxy,San Jose Earthquakes,1,0,1,1
2248,26/05/2018,Seattle Sounders,Real Salt Lake,0,1,-1,-1
2249,26/05/2018,Vancouver Whitecaps,New England Revolution,3,3,0,0
2250,27/05/2018,New York Red Bulls,Philadelphia Union,0,0,0,0
2251,27/05/2018,Orlando City,Chicago Fire,1,2,-1,-1
2252,27/05/2018,Minnesota United,Montreal Impact,2,0,2,1
2253,27/05/2018,Colorado Rapids,Portland Timbers,2,3,-1,-1
2254,27/05/2018,Los Angeles FC,DC United,1,1,0,0
2255,27/05/2018,Sporting Kansas City,Columbus Crew,0,0,0,0
2256,31/05/2018,New England Revolution,Atlanta United,1,1,0,0
2257,31/05/2018,Philadelphia Union,Chicago Fire,3,1,2,1
2258,31/05/2018,Real Salt Lake,Houston Dynamo,2,1,1,1
2259,31/05/2018,Los Angeles Galaxy,FC Dallas,2,3,-1,-1
2260,02/06/2018,Colorado Rapids,Vancouver Whitecaps,1,2,-1,-1
2261,02/06/2018,Portland Timbers,Los Angeles Galaxy,1,1,0,0
2262,03/06/2018,Atlanta United,Philadelphia Union,3,1,2,1
2263,03/06/2018,Columbus Crew,Toronto FC,3,3,0,0
2264,03/06/2018,Montreal Impact,Houston Dynamo,1,0,1,1
2265,03/06/2018,New England Revolution,New York Red Bulls,2,1,1,1
2266,03/06/2018,New York City,Orlando City,3,0,3,1
2267,03/06/2018,FC Dallas,Los Angeles FC,2,1,1,1
2268,03/06/2018,Chicago Fire,San Jose Earthquakes,2,1,1,1
2269,03/06/2018,Real Salt Lake,Seattle Sounders,2,0,2,1
2270,04/06/2018,Sporting Kansas City,Minnesota United,4,1,3,1
2271,09/06/2018,Philadelphia Union,Toronto FC,0,2,-2,-1
2272,09/06/2018,New York City,Atlanta United,1,1,0,0
2273,09/06/2018,Columbus Crew,New York Red Bulls,1,1,0,0
2274,10/06/2018,Vancouver Whitecaps,Orlando City,5,2,3,1
2275,10/06/2018,FC Dallas,Montreal Impact,2,0,2,1
2276,10/06/2018,Chicago Fire,New England Revolution,1,1,0,0
2277,10/06/2018,Houston Dynamo,Colorado Rapids,2,0,2,1
2278,10/06/2018,Seattle Sounders,DC United,2,1,1,1
2279,10/06/2018,Los Angeles Galaxy,Real Salt Lake,3,0,3,1
2280,10/06/2018,Portland Timbers,Sporting Kansas City,0,0,0,0
2281,10/06/2018,San Jose Earthquakes,Los Angeles FC,3,4,-1,-1
2282,14/06/2018,Columbus Crew,Atlanta United,0,2,-2,-1
2283,14/06/2018,Montreal Impact,Orlando City,3,0,3,1
2284,14/06/2018,New York Red Bulls,Seattle Sounders,2,1,1,1
2285,14/06/2018,Toronto FC,DC United,4,4,0,0
2286,14/06/2018,Colorado Rapids,Chicago Fire,2,2,0,0
2287,14/06/2018,San Jose Earthquakes,New England Revolution,2,2,0,0
2288,23/06/2018,Philadelphia Union,Vancouver Whitecaps,4,0,4,1
2289,23/06/2018,New York Red Bulls,FC Dallas,3,0,3,1
2290,24/06/2018,Orlando City,Montreal Impact,0,2,-2,-1
2291,24/06/2018,Sporting Kansas City,Houston Dynamo,3,2,1,1
2292,24/06/2018,Colorado Rapids,Minnesota United,3,2,1,1
2293,24/06/2018,Real Salt Lake,San Jose Earthquakes,1,1,0,0
2294,24/06/2018,Seattle Sounders,Chicago Fire,1,1,0,0
2295,24/06/2018,Los Angeles FC,Columbus Crew,2,0,2,1
2296,24/06/2018,Atlanta United,Portland Timbers,1,1,0,0
2297,24/06/2018,New York City,Toronto FC,2,1,1,1
2298,30/06/2018,Minnesota United,FC Dallas,0,1,-1,-1
2299,30/06/2018,Seattle Sounders,Portland Timbers,2,3,-1,-1
2300,01/07/2018,Atlanta United,Orlando City,4,0,4,1
2301,01/07/2018,Montreal Impact,Sporting Kansas City,2,0,2,1
2302,01/07/2018,Columbus Crew,Real Salt Lake,2,1,1,1
2303,01/07/2018,New England Revolution,DC United,3,2,1,1
2304,01/07/2018,Chicago Fire,New York City,3,2,1,1
2305,01/07/2018,Los Angeles FC,Philadelphia Union,4,1,3,1
2306,01/07/2018,San Jose Earthquakes,Los Angeles Galaxy,3,3,0,0
2307,01/07/2018,Toronto FC,New York Red Bulls,0,1,-1,-1
2308,02/07/2018,Vancouver Whitecaps,Colorado Rapids,0,1,-1,-1
2309,04/07/2018,Houston Dynamo,Los Angeles FC,2,2,0,0
2310,05/07/2018,Minnesota United,Toronto FC,4,3,1,1
2311,05/07/2018,FC Dallas,Atlanta United,3,2,1,1
2312,05/07/2018,Colorado Rapids,Seattle Sounders,1,2,-1,-1
2313,05/07/2018,Real Salt Lake,Sporting Kansas City,4,2,2,1
2314,05/07/2018,Los Angeles Galaxy,DC United,2,2,0,0
2315,08/07/2018,Philadelphia Union,Atlanta United,0,2,-2,-1
2316,08/07/2018,Montreal Impact,Colorado Rapids,2,1,1,1
2317,08/07/2018,New England Revolution,Seattle Sounders,0,0,0,0
2318,08/07/2018,Sporting Kansas City,Toronto FC,2,2,0,0
2319,08/07/2018,Houston Dynamo,Minnesota United,3,0,3,1
2320,08/07/2018,Real Salt Lake,FC Dallas,2,0,2,1
2321,08/07/2018,Los Angeles Galaxy,Columbus Crew,4,0,4,1
2322,08/07/2018,Vancouver Whitecaps,Chicago Fire,3,2,1,1
2323,08/07/2018,Los Angeles FC,Orlando City,4,1,3,1
2324,08/07/2018,Portland Timbers,San Jose Earthquakes,2,1,1,1
2325,09/07/2018,New York City,New York Red Bulls,1,0,1,1
2326,12/07/2018,New York City,Montreal Impact,3,0,3,1
2327,12/07/2018,Chicago Fire,Philadelphia Union,3,4,-1,-1
2328,15/07/2018,New York City,Columbus Crew,2,0,2,1
2329,15/07/2018,New York Red Bulls,Sporting Kansas City,3,2,1,1
2330,15/07/2018,Montreal Impact,San Jose Earthquakes,2,0,2,1
2331,15/07/2018,New England Revolution,Los Angeles Galaxy,2,3,-1,-1
2332,15/07/2018,DC United,Vancouver Whitecaps,3,1,2,1
2333,15/07/2018,FC Dallas,Chicago Fire,3,1,2,1
2334,15/07/2018,Minnesota United,Real Salt Lake,3,2,1,1
2335,15/07/2018,Orlando City,Toronto FC,2,1,1,1
2336,15/07/2018,Colorado Rapids,Houston Dynamo,0,0,0,0
2337,15/07/2018,Atlanta United,Seattle Sounders,1,1,0,0
2338,15/07/2018,Los Angeles FC,Portland Timbers,0,0,0,0
2339,19/07/2018,Minnesota United,New England Revolution,2,1,1,1
2340,21/07/2018,Atlanta United,DC United,3,1,2,1
2341,21/07/2018,Seattle Sounders,Vancouver Whitecaps,2,0,2,1
2342,22/07/2018,Chicago Fire,Toronto FC,1,2,-1,-1
2343,22/07/2018,New York Red Bulls,New England Revolution,2,0,2,1
2344,22/07/2018,Philadelphia Union,Los Angeles Galaxy,1,3,-2,-1
2345,22/07/2018,Columbus Crew,Orlando City,3,2,1,1
2346,22/07/2018,Houston Dynamo,FC Dallas,1,1,0,0
2347,22/07/2018,Real Salt Lake,Colorado Rapids,2,2,0,0
2348,22/07/2018,Portland Timbers,Montreal Impact,2,2,0,0
2349,23/07/2018,Minnesota United,Los Angeles FC,5,1,4,1
2350,26/07/2018,DC United,New York Red Bulls,0,1,-1,-1
2351,26/07/2018,Houston Dynamo,Philadelphia Union,1,3,-2,-1
2352,26/07/2018,San Jose Earthquakes,Seattle Sounders,0,1,-1,-1
2353,27/07/2018,Orlando City,New York City,0,2,-2,-1
2354,27/07/2018,Los Angeles FC,Los Angeles Galaxy,2,2,0,0
2355,29/07/2018,Montreal Impact,Atlanta United,1,2,-1,-1
2356,29/07/2018,New York Red Bulls,Columbus Crew,2,3,-1,-1
2357,29/07/2018,Toronto FC,Chicago Fire,3,0,3,1
2358,29/07/2018,DC United,Colorado Rapids,2,1,1,1
2359,29/07/2018,Sporting Kansas City,FC Dallas,2,3,-1,-1
2360,29/07/2018,Vancouver Whitecaps,Minnesota United,4,2,2,1
2361,29/07/2018,San Jose Earthquakes,Real Salt Lake,0,0,0,0
2362,29/07/2018,Portland Timbers,Houston Dynamo,2,1,1,1
2363,29/07/2018,Seattle Sounders,New York City,3,1,2,1
2364,30/07/2018,Los Angeles Galaxy,Orlando City,4,3,1,1
2365,04/08/2018,Atlanta United,Toronto FC,2,2,0,0
2366,05/08/2018,Montreal Impact,DC United,1,1,0,0
2367,05/08/2018,Orlando City,New England Revolution,3,3,0,0
2368,05/08/2018,FC Dallas,San Jose Earthquakes,1,3,-2,-1
2369,05/08/2018,Minnesota United,Seattle Sounders,1,2,-1,-1
2370,05/08/2018,New York City,Vancouver Whitecaps,2,2,0,0
2371,05/08/2018,Colorado Rapids,Los Angeles Galaxy,2,1,1,1
2372,05/08/2018,Houston Dynamo,Sporting Kansas City,0,1,-1,-1
2373,05/08/2018,Real Salt Lake,Chicago Fire,2,1,1,1
2374,05/08/2018,Portland Timbers,Philadelphia Union,3,0,3,1
2375,05/08/2018,New York Red Bulls,Los Angeles FC,2,1,1,1
2376,12/08/2018,Columbus Crew,Houston Dynamo,1,0,1,1
2377,12/08/2018,New England Revolution,Philadelphia Union,2,3,-1,-1
2378,12/08/2018,Chicago Fire,New York Red Bulls,0,1,-1,-1
2379,12/08/2018,Colorado Rapids,San Jose Earthquakes,2,1,1,1
2380,12/08/2018,Real Salt Lake,Montreal Impact,1,1,0,0
2381,12/08/2018,Los Angeles FC,Sporting Kansas City,0,2,-2,-1
2382,12/08/2018,Los Angeles Galaxy,Minnesota United,2,2,0,0
2383,12/08/2018,Portland Timbers,Vancouver Whitecaps,1,2,-1,-1
2384,12/08/2018,Toronto FC,New York City,2,3,-1,-1
2385,13/08/2018,DC United,Orlando City,3,2,1,1
2386,13/08/2018,Seattle Sounders,FC Dallas,2,1,1,1
2387,15/08/2018,Los Angeles Galaxy,Colorado Rapids,2,2,0,0
2388,16/08/2018,DC United,Portland Timbers,4,1,3,1
2389,16/08/2018,Los Angeles FC,Real Salt Lake,2,0,2,1
2390,18/08/2018,Seattle Sounders,Los Angeles Galaxy,5,0,5,1
2391,19/08/2018,Philadelphia Union,New York City,2,0,2,1
2392,19/08/2018,Vancouver Whitecaps,New York Red Bulls,2,2,0,0
2393,19/08/2018,Montreal Impact,Chicago Fire,2,1,1,1
2394,19/08/2018,FC Dallas,Minnesota United,2,0,2,1
2395,19/08/2018,Sporting Kansas City,Portland Timbers,3,0,3,1
2396,19/08/2018,Houston Dynamo,Real Salt Lake,1,2,-1,-1
2397,19/08/2018,San Jose Earthquakes,Toronto FC,1,1,0,0
2398,19/08/2018,Atlanta United,Columbus Crew,3,1,2,1
